,names,WeekDay Prices,Weekend Prices
0,Royal Enfield Classic 350,104.16666666666667,104.16666666666667
1,Suzuki Access 125,41.666666666666664,41.666666666666664
2,Honda Activa 3G,41.666666666666664,41.666666666666664
3,Royal Enfield Thunderbird 350,104.16666666666667,104.16666666666667
4,Bajaj Avenger Street 220,66.66666666666667,66.66666666666667
